v213	v163	25.9	9.93	21
v026	v014	93.1	4.61e-144	500
v026	v025	93.1	6.02e-144	500
v026	v022	83.1	2.63e-131	458
v026	v023	82.4	1.88e-129	452
v026	v016	74.7	3.33e-118	414
v026	v024	65.6	1.27e-101	359
v026	v002	64.6	2.24e-98	349
v026	v006	61.1	1.15e-94	336
v026	v005	61.6	4.38e-94	334
v026	v009	59.7	9.45e-89	317
v026	v018	51.5	4.12e-76	275
v026	v007	51.5	1.46e-73	266
v026	v004	50.0	3.05e-71	258
v026	v001	51.3	1.52e-70	256
v026	v021	52.6	4.87e-69	251
v026	v019	46.5	5.39e-68	248
v026	v020	49.1	2.26e-66	242
v026	v017	32.3	1.31e-05	40
v026	v003	22.2	0.000246	36
v026	v003	30.0	0.195	27
v025	v014	99.0	2.89e-174	601
v025	v015	92.7	6.68e-163	563
v025	v012	99.2	2.15e-153	532
v025	v023	83.7	2.47e-149	518
v025	v013	94.6	5.68e-146	507
v025	v022	81.7	6.28e-145	503
v025	v011	92.3	7.68e-143	497
v025	v008	92.0	1.71e-142	495
v025	v010	91.2	3.95e-139	484
v025	v016	75.9	1.84e-120	422
v025	v024	61.7	3.73e-105	371
v025	v005	59.8	1.68e-97	346
v025	v006	59.4	2.86e-97	345
v025	v002	63.9	1.09e-96	343
v025	v009	55.3	7.06e-88	314
v025	v018	49.3	1.25e-76	277
v025	v007	48.7	8.1e-76	274
v025	v001	49.7	3.18e-72	262
v025	v019	45.0	3.18e-72	262
v025	v004	48.8	1.58e-71	260
v025	v021	47.6	1.13e-69	253
v025	v020	47.8	2.61e-66	242
v025	v003	24.3	1.15e-05	41
v025	v017	28.0	0.000167	37
v024	v016	69.1	1.29e-105	373
v024	v014	61.7	6.42e-105	371
v024	v015	61.4	1.58e-103	366
v024	v012	66.0	2.7e-103	365
v024	v011	65.3	2.52e-101	359
v024	v023	59.5	3.3e-101	358
v024	v013	64.9	5.62e-101	357
v024	v008	64.9	2.14e-100	356
v024	v022	59.2	4.76e-100	354
v024	v002	65.6	8.12e-100	354
v024	v006	58.0	2e-98	349
v024	v005	57.8	2.21e-97	346
v024	v010	63.7	3.77e-97	345
v024	v009	52.8	1.35e-86	310
v024	v007	48.9	4.2e-72	262
v024	v018	48.9	4.2e-72	262
v024	v019	44.8	7.41e-69	251
v024	v004	45.1	8.2e-68	247
v024	v021	45.3	3.44e-66	242
v024	v001	44.5	2.92e-65	239
v024	v020	44.8	1.5e-61	226
v024	v003	25.7	7.3e-08	48
v024	v017	22.3	0.0158	30
v023	v022	92.7	8.14e-161	556
v023	v014	84.4	1.7e-150	522
v023	v015	81.1	1.54e-143	499
v023	v012	85.8	6.94e-136	473
v023	v011	82.4	3.69e-129	451
v023	v008	82.1	8.22e-129	450
v023	v013	81.2	6.96e-128	447
v023	v010	80.8	5.51e-125	437
v023	v016	78.2	3.02e-123	431
v023	v005	61.9	1.24e-100	356
v023	v006	60.8	8.02e-100	354
v023	v002	62.7	3.85e-94	335
v023	v009	56.0	7.52e-90	320
v023	v007	47.8	1.68e-73	266
v023	v018	48.0	8.35e-73	264
v023	v004	49.8	9.23e-72	260
v023	v019	45.6	1.58e-71	260
v023	v021	49.0	6.62e-70	254
v023	v001	49.1	5.6e-69	251
v023	v020	46.8	8.37e-65	237
v023	v003	21.7	2.32e-06	43
v023	v017	30.1	1.5e-05	40
v022	v014	82.4	4.28e-146	507
v022	v015	80.4	1.42e-141	492
v022	v012	85.8	4.01e-136	474
v022	v011	83.1	5.08e-131	457
v022	v008	82.8	1.13e-130	456
v022	v013	82.4	9.58e-130	453
v022	v010	81.6	7.59e-127	443
v022	v016	77.8	8.68e-123	430
v022	v006	62.0	4.48e-103	364
v022	v005	60.3	1.44e-101	359
v022	v002	64.3	1.82e-96	342
v022	v009	57.0	1.04e-91	327
v022	v018	49.3	1.77e-75	273
v022	v021	49.7	4.83e-73	265
v022	v007	47.0	8.24e-73	264
v022	v004	49.8	4.09e-72	262
v022	v019	46.0	2.65e-71	259
v022	v001	49.0	4.23e-69	252
v022	v020	46.2	1.51e-66	243
v022	v017	30.1	8.69e-06	41
v022	v003	21.7	2.53e-05	40
v021	v001	78.6	3.38e-130	455
v021	v004	73.8	7.81e-119	417
v021	v018	66.1	2.79e-108	382
v021	v007	49.7	6.92e-75	271
v021	v020	49.0	5.86e-74	268
v021	v005	50.4	1.03e-70	257
v021	v015	48.6	1.35e-70	257
v021	v002	48.9	6.71e-70	254
v021	v006	50.4	8.76e-70	254
v021	v014	47.2	2.55e-69	252
v021	v011	52.4	3.33e-69	252
v021	v009	47.9	5.68e-69	251
v021	v016	48.5	2.82e-68	249
v021	v013	51.6	6.28e-68	248
v021	v012	50.8	6.28e-68	248
v021	v008	51.8	8.2e-68	247
v021	v010	52.0	8.2e-68	247
v021	v019	44.9	3.12e-67	245
v020	v007	54.3	6.76e-91	324
v020	v019	54.3	7.73e-87	310
v020	v018	48.6	7.75e-79	284
v020	v004	47.2	2.58e-74	269
v020	v001	48.4	1.2e-71	260
v020	v015	48.6	3.99e-67	245
v020	v011	49.1	1.52e-66	243
v020	v014	47.5	5.76e-66	241
v020	v008	48.5	2.19e-65	239
v020	v012	48.0	2.19e-65	239
v020	v010	48.7	4.88e-65	238
v020	v013	48.7	6.37e-65	238
v020	v016	45.7	2.68e-63	232
v020	v002	44.2	9.51e-61	224
v020	v006	42.3	2.19e-57	213
v020	v005	42.7	1.2e-55	207
v020	v009	42.6	7.3e-53	198
v020	v003	21.8	0.000126	37
v019	v007	74.4	1.43e-136	476
v019	v018	45.4	2.17e-76	276
v019	v004	46.4	5.01e-73	265
v019	v014	45.3	1.12e-72	263
v019	v015	44.3	4.24e-72	262
v019	v001	46.4	1.61e-71	260
v019	v016	48.9	6.13e-71	258
v019	v012	48.0	1.51e-69	253
v019	v008	45.8	1.28e-68	250
v019	v011	46.8	1.28e-68	250
v019	v006	46.1	1.41e-67	247
v019	v013	46.5	2.41e-67	246
v019	v010	46.1	2.04e-66	243
v019	v002	46.7	1.73e-65	240
v019	v005	43.9	5.2e-62	228
v019	v009	41.0	2.18e-60	223
v018	v004	66.1	3.12e-112	395
v018	v001	64.6	4.66e-108	381
v018	v007	49.3	3.36e-82	295
v018	v015	51.4	9.15e-80	287
v018	v011	52.0	4.25e-77	278
v018	v014	49.7	4.25e-77	278
v018	v008	51.9	6.14e-76	274
v018	v002	50.7	1.05e-75	273
v018	v013	50.9	1.79e-75	273
v018	v009	48.7	6.79e-75	271
v018	v010	51.3	8.86e-75	270
v018	v016	50.2	4.4e-74	268
v018	v012	49.8	4.4e-74	268
v018	v006	47.6	9.17e-72	260
v018	v005	48.6	3.85e-70	255
v018	v003	25.3	4.34e-05	39
v017	v005	27.3	4.14e-06	42
v017	v011	33.3	5.4e-06	42
v017	v008	33.3	5.4e-06	42
v017	v015	33.3	5.4e-06	42
v017	v006	24.6	1.2e-05	41
v017	v010	32.3	3.5e-05	39
v017	v009	31.8	4.57e-05	39
v017	v013	31.2	4.57e-05	39
v017	v014	29.0	5.97e-05	39
v017	v012	29.0	5.97e-05	39
v017	v002	27.3	0.00559	32
v017	v016	25.8	0.0073	32
v016	v012	76.7	4.98e-122	427
v016	v014	76.6	1.89e-121	425
v016	v011	75.2	3.02e-119	418
v016	v013	75.2	5.16e-119	417
v016	v015	75.1	1.15e-118	416
v016	v008	74.3	3.69e-117	411
v016	v010	73.7	4.52e-115	404
v016	v002	67.8	3.14e-100	355
v016	v005	64.6	8.56e-98	347
v016	v006	64.1	9.46e-97	343
v016	v009	58.9	1.79e-87	312
v016	v004	51.3	6.18e-72	261
v016	v007	50.0	1.05e-71	260
v016	v001	48.9	1.57e-67	246
v016	v003	22.3	0.00609	32
v015	v014	93.0	2.3e-163	565
v015	v011	100.0	2.15e-153	532
v015	v008	98.9	9.05e-152	526
v015	v013	97.7	2.23e-150	522
v015	v010	98.5	3.22e-149	518
v015	v012	93.1	9.07e-144	500
v015	v002	64.6	2.59e-98	349
v015	v006	60.1	5.76e-98	347
v015	v005	59.8	7.53e-98	347
v015	v009	55.6	6.82e-91	324
v015	v007	49.4	2.78e-76	275
v015	v001	50.3	2.88e-73	265
v015	v004	49.1	1.09e-72	263
v015	v003	22.0	0.00108	34
v015	v003	21.8	0.101	28
v014	v012	100.0	2.7e-154	535
v014	v013	94.6	4.61e-146	507
v014	v011	93.1	9.62e-144	500
v014	v008	92.7	2.14e-143	498
v014	v010	91.6	1.44e-139	486
v014	v006	59.8	1.04e-97	347
v014	v005	59.5	3.03e-97	345
v014	v002	63.9	1.5e-96	343
v014	v009	53.5	7.48e-88	314
v014	v007	49.5	3.85e-76	275
v014	v001	49.3	7.52e-72	261
v014	v004	48.4	3.73e-71	258
v014	v003	22.7	4.65e-05	39
v013	v011	97.7	5.11e-151	523
v013	v008	97.3	1.26e-149	519
v013	v010	96.2	7.63e-147	510
v013	v012	94.7	9.97e-147	509
v013	v002	64.8	7.74e-99	350
v013	v006	61.1	1.16e-94	336
v013	v005	61.6	4.39e-94	334
v013	v009	58.9	2.34e-87	312
v013	v007	51.5	4.28e-73	265
v013	v004	49.8	1.99e-70	256
v013	v001	50.4	1.29e-69	253
v013	v003	22.9	0.000422	35
v013	v003	27.5	1.27	24
v012	v011	93.1	2.08e-144	502
v012	v008	92.7	5.12e-143	497
v012	v010	91.6	3.11e-140	488
v012	v002	64.0	3.25e-97	345
v012	v006	61.1	3.97e-95	338
v012	v005	60.8	1.28e-93	333
v012	v009	59.3	5.75e-86	307
v012	v007	51.9	1.02e-74	270
v012	v004	48.7	1.29e-69	253
v012	v001	49.6	4.89e-69	251
v012	v003	23.7	3.82e-05	39
v012	v003	27.5	1.27	24
v011	v008	98.9	2.29e-151	525
v011	v010	98.5	7.38e-150	520
v011	v002	64.8	5.93e-99	351
v011	v006	61.5	2.33e-95	339
v011	v005	61.2	5.74e-94	334
v011	v009	59.7	7.26e-89	317
v011	v007	52.2	1.33e-74	270
v011	v004	49.4	4e-71	258
v011	v001	51.1	8.92e-71	257
v011	v003	22.0	0.00094	34
v011	v003	21.8	0.088	28
v010	v008	97.3	3.43e-147	511
v010	v002	63.6	1.78e-95	339
v010	v006	60.3	7.02e-92	327
v010	v005	60.1	2.26e-90	322
v010	v009	58.6	2.19e-85	305
v010	v007	51.5	5.59e-73	264
v010	v001	52.4	2.87e-69	252
v010	v004	49.1	3.75e-69	252
v010	v003	23.1	0.0232	30
v010	v003	23.2	0.088	28
v009	v006	58.1	3.31e-96	342
v009	v005	59.0	9.01e-94	334
v009	v002	62.2	7.63e-93	330
v009	v008	59.5	4.33e-88	315
v009	v001	51.9	1.83e-70	256
v009	v004	47.0	3.12e-70	255
v009	v007	43.4	2.83e-63	232
v009	v003	26.8	3.18e-06	43
v008	v002	64.3	1.91e-97	346
v008	v006	61.2	8.86e-95	337
v008	v005	61.0	2.18e-93	332
v008	v007	51.5	3.27e-73	265
v008	v004	49.3	4.43e-70	255
v008	v001	50.6	2.2e-69	252
v008	v003	22.2	0.000323	36
v008	v003	21.8	0.088	28
v007	v004	50.7	4.92e-81	291
v007	v001	50.9	1.75e-78	283
v007	v006	48.3	3.2e-72	262
v007	v005	46.6	3.09e-67	245
v007	v002	47.6	6.89e-67	244
v007	v003	27.9	3.37e-05	39
v006	v005	79.2	3.11e-133	465
v006	v002	64.7	2.48e-98	349
v006	v004	49.5	3.38e-71	258
v006	v001	48.4	2.51e-66	242
v006	v003	26.6	0.00515	32
v005	v002	62.1	1.43e-93	333
v005	v004	50.8	3.2e-69	252
v005	v001	49.0	2.07e-68	249
v005	v003	22.4	0.00105	34
v004	v001	74.9	3.05e-120	421
v004	v002	48.5	9.3e-69	250
v002	v001	47.7	3.83e-66	242
